System ID,UPC,EAN,Custom SKU,Manufact. SKU,Item,Vendor ID,Qty.,Price,Tax,Brand,Publish to eCom,Season,Department,MSRP,Tax Class,Default Cost,Vendor,Category,Subcategory 1,Subcategory 2,Subcategory 3,Subcategory 4,Subcategory 5,Subcategory 6,Subcategory 7,Subcategory 8,Subcategory 9
2.1E+11,,,HTECH-ARCO2-R,N13102001306,HorizonTech Arco II Rainbow,HTECH-ARCO2-R,1,$5.00 ,Yes,HorizonTech,Yes,,,5,Item,26.3,Elego,Dead Stock,DS Tanks,,,,,,,,
2.1E+11,2.1E+11,,RELVA-RDA-CAP-B,505,Reload Vapor Reload RDA Color Cap Blue,,7,$4.00 ,Yes,Reload Vapor,Yes,,,4,Item,18,Screen Printing,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,2.1E+11,,RELVA-RDA-CAP-P,512,Reload Vapor Reload RDA Color Cap Purple,,9,$4.00 ,Yes,Reload Vapor,Yes,,,4,Item,18,Screen Printing,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,VDYVAP-BONZ-R,6.97083E+12,Vandy Vape Bonza RDA Rainbow,VDYVAP-BONZ-R,1,$10.00 ,Yes,Vandy Vape,Yes,,,10,Item,22.15,Elego,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,2.1E+11,,WAKE-RTA-GOLD,8.18487E+11,Wake RTA Gold,,1,$15.00 ,Yes,Wake Mod Co.,Yes,,,15,Item,31.7,Screen Printing,Dead Stock,Rebuildable Atomizers,RTA,,,,,,,
2.1E+11,2.1E+11,,DOT-24CAP-R,1199,DOTMOD Petri 24mm Cap Red,DOT-24CAP-R,8,$2.00 ,Yes,DOTMOD,Yes,,,2,Item,35.43,DOTMOD,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,2.1E+11,,DOT-24CAP-G,1205,DOTMOD Petri 24mm Cap Gold,DOT-24CAP-G,4,$2.00 ,Yes,DOTMOD,Yes,,,2,Item,35.43,DOTMOD,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,2.1E+11,,VDYVAP-SQBO- B,,Vandy Vape Pulse Replacement Bottle Black,VDYVAP-SQBO- B,1,$0.50 ,Yes,Vandy Vape,Yes,,,0.5,Item,2.75,Elego,Dead Stock,DS Misc,,,,,,,,
2.1E+11,2.1E+11,,VDYVAP-PUL-P-W,6.97083E+12,Vandy Vape Pulse Squonk panels White,VDYVAP-PUL-P-W,3,$0.99 ,Yes,Vandy Vape,Yes,,,0.99,Item,2.75,Elego,Dead Stock,DS Misc,,,,,,,,
2.1E+11,2.1E+11,,VDYVAP-PUL-P-P,6.97083E+12,Vandy Vape Pulse Squonk panels Purple,VDYVAP-PUL-P-P,2,$0.99 ,Yes,Vandy Vape,Yes,,,0.99,Item,2.75,Elego,Dead Stock,DS Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,MISC-V8-TWEEZR,,Vaper Twizer V8,MISC-TWEEZER-B,18,$2.99 ,Yes,flamingo+,Yes,,,2.99,Item,3.5,Elego,Vape Accessories,Rebuildable Tools,,,,,,,,
2.1E+11,1717,,DI5-CSMNT-YLW,1717,CSMNT Shawty Caps by DISTRICT F5VE Yellow,,16,$2.00 ,Yes,District F5VE,Yes,,,2,Item,17.5,Screen Printing,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,1724,,DI5-CSMNT-ORA,1724,CSMNT Shawty Caps by DISTRICT F5VE Orange,,15,$2.00 ,Yes,District F5VE,Yes,,,2,Item,17.5,Screen Printing,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,1731,,DI5-CSMNT-PUR,1731,CSMNT Shawty Caps by DISTRICT F5VE Purple,,14,$2.00 ,Yes,District F5VE,Yes,,,2,Item,17.5,Screen Printing,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,1984,,UW-VALYR-G-5ML,,UWELL Valyrian Glass 5ml (Straight),UW-VALYR-G-5ML,94,$1.00 ,Yes,Uwell,Yes,,,1,Item,0.86,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,1991,,UW-VALYR-G-8ML,,UWELL Valyrian Glass 8ml (Bubble),UW-VALYR-G-8ML,74,$1.00 ,Yes,Uwell,Yes,,,1,Item,1.1,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,2073,2.1E+11,VCRB03,VISRED3,Viscount Red & Black 30mL 3mg,30VIRB03,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2080,2.1E+11,VCRB06,VISRED6,Viscount Red & Black 30mL 6mg,30VIRB06,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2097,2.1E+11,VCRB12,VISRED12,Viscount Red & Black 30mL 12mg,30VIRB12,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2110,2.1E+11,VCGP03,VISGRA3,Viscount Grape 30mL 3mg,30VIGP03,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2127,2.1E+11,VCGP06,VISGRA6,Viscount Grape 30mL 6mg,30VIGP06,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2134,2.1E+11,VCGP12,VISGRA12,Viscount Grape 30mL 12mg,30VIGP12,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2141,2.1E+11,VCST00,VISSTR0,Viscount Strawberry 30mL 0mg,30VIST00,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2158,2.1E+11,VCST03,VISSTR3,Viscount Strawberry 30mL 3mg,30VIST03,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2165,2.1E+11,VISC-STRAW-6mg,VCST06,Viscount Strawberry 30mL 6mg,30VIST06,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2172,2.1E+11,VCST12,VISSTR12,Viscount Strawberry 30mL 12mg,30VIST12,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,VCMB03,VISMIX3,Viscount Mixed Berry 30mL 3mg,30VIMB03,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2240,2.1E+11,VCMB06,VISMIX6,Viscount Mixed Berry 30mL 6mg,30VIMB06,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2257,2.1E+11,VCMB12,VISMIX12,Viscount Mixed Berry 30mL 12mg,30VIMB12,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2271,2.1E+11,VISC-MINI-3mg,VCGR03,Viscount Golden Rings 30mL 3mg,30VIGR03,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2288,2.1E+11,VCGR06,VISLOA6,Viscount Golden Rings 30mL 6mg,30VIGR06,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2295,2.1E+11,VCGR12,VISLOA12,Viscount Golden Rings 30mL 12mg,30VIGR12,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2.1E+11,2813,8.57918E+11,063 16915,DotMod DOTRDA 24mm Single Post Gold,DOT-DOTRDA-G,5,$15.00 ,Yes,DOTMOD,Yes,,,15,Item,53.74,DOTMOD,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,2905,2.1E+11,MISC-20700-CA,,Battery Case - 2x 20700,MISC-20700-CA,18,$1.00 ,Yes,flamingo+,Yes,,,1,Item,0.48,Yuki,Vape Accessories,Batteries,,,,,,,,
2.1E+11,2929,2.1E+11,MISC-SCISSORS,,Folding Scissors,MISC-SCISSORS,81,$1.99 ,Yes,flamingo+,Yes,,,1.99,Item,0.9,Yuki,Vape Accessories,Rebuildable Tools,,,,,,,,
2.1E+11,2.1E+11,,VDYVAP-PLSH-RIG,,Vandy Vape Polishing Rig,VDYVAP-PLSH-RIG,1,$1.50 ,Yes,Vandy Vape,Yes,,,1.5,Item,4.96,Elego,Dead Stock,DS Misc,,,,,,,,
2.1E+11,2998,,UW-D1GLASS,,UWELL D1 Glass,UW-D1GLASS,80,$1.00 ,Yes,Uwell,Yes,,,1,Item,1.8,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,6.97064E+12,,,,IJOY Captain Coils (3 Pack) CA8,IJOY-CAPT-COIL-P,8,$3.00 ,Yes,IJOY,Yes,,,3,Item,7.09,Elego,Dead Stock,DS Coils,,,,,,,,
2.1E+11,,,ASP-BRZ-COIL06-S,,Aspire Breeze Coil 0.6ohm - Single 0.6 Single,ASP-BRZ-COIL06-S,0,$3.49 ,Yes,Aspire,No,,,3.49,Item,1.5,Elego,,,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,NITE-CHARGR-I8,6.95251E+12,Nitecore i8 Charger,NITE-CHARGR-I8,0,$59.99 ,Yes,Nitecore,Yes,,,59.99,Item,31.9,Elego,Vape Accessories,Chargers,,,,,,,,
2.1E+11,2.1E+11,,GATUB-GESTAB,5517,GE Stab wood Limited Edition by Gatub Crafts Philippines,,1,$60.00 ,Yes,Gatub Crafts Philippines,Yes,,,60,Item,209.99,Screen Printing,Dead Stock,Unregulated Mods,,,,,,,,
2.1E+11,5555,2.1E+11,IJOY-26650-S,,Battery 26650 IJOY,IJOY-26650-S,18,$9.49 ,Yes,IJOY,Yes,,,9.49,Item,11.15,Elego,Vape Accessories,Batteries,,,,,,,,
2.1E+11,,,JOYT-ORNATE-SS,6.95692E+12,JoyeTech Ornate Tank Silver,JOYT-ORNATE-SS,6,$10.00 ,Yes,JoyeTech,Yes,,,10,Item,23.17,Elego,Dead Stock,DS Tanks,,,,,,,,
2.1E+11,,,JOYT-ORNATE-BLK,6.95692E+12,JoyeTech Ornate Tank Black,JOYT-ORNATE-BLK,3,$10.00 ,Yes,JoyeTech,Yes,,,10,Item,23.17,Elego,Dead Stock,DS Tanks,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,6.95895E+12,,Efest Powerbank 8000mAh,,0,$29.99 ,Yes,Efest,Yes,,,29.99,Item,25.6,Screen Printing,Vape Accessories,Batteries,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,6.95895E+12,,Efest Powerbank 12000mAh,,0,$44.99 ,Yes,Efest,No,,,44.99,Item,29.8,Screen Printing,Vape Accessories,Batteries,,,,,,,,
2.1E+11,,,SMOK-TFV4-TRI-P,,SMOK TFV4 Triple Coils - 5 Pack,SMOK-TFV4-TRI-P,77,$2.00 ,Yes,SMOK,Yes,,,2,Item,14.04,Elego,Dead Stock,DS Coils,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,NITE-CHARGER-I4,6.95251E+12,Nitecore i4 Charger,,14,$34.99 ,Yes,Nitecore,Yes,,,34.99,Item,23.54,Yuki,Vape Accessories,Chargers,,,,,,,,
2.1E+11,2.1E+11,,MISC-CLOTH,,Flamingo Plus Micro fibre Cleaning Cloth,MISC-CLOTH,1003,$1.99 ,Yes,flamingo+,Yes,,,1.99,Item,0.6,Yuki,Merch,Promotional,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,EFEST-LUC-V6,6.95895E+12,Efest LUC V6 LCD  Intelligent Charger,,0,$49.99 ,Yes,Efest,Yes,,,49.99,Item,26.22,Screen Printing,Vape Accessories,Chargers,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,MISC-8in1-COIL,6.9714E+12,Demon Killer Pre-built Coil Pack 8-in-1,MISC-8in1-COIL,0,$18.00 ,Yes,Demon Killer,Yes,,,18,Item,7.1,Elego,Vape Accessories,Pre Built Coils,,,,,,,,
2.1E+11,9232,2.1E+11,MISC-CASE-x4,,Battery Case - 4x 18650,MISC-CASE-x4,251,$1.00 ,Yes,flamingo+,Yes,,,1,Item,0.69,Yuki,Vape Accessories,Batteries,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,ROF-CLPTN-WIRE,,Rofvape Pre-made Clapton Wire,ROF-CLPTN-WIRE,0,$11.99 ,Yes,Rofvape,Yes,,,11.99,Item,2.3,Elego,Vape Accessories,Pre Built Coils,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,ROF-FUSED-WIRE,,Rofvape Pre-made Fused Clapton Wire,ROF-FUSED-WIRE,25,$11.99 ,Yes,Rofvape,Yes,,,11.99,Item,2.3,Elego,Vape Accessories,Pre Built Coils,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,KANTHAL100-26,,Kanthal Wire - 100 feet 26',KANTHAL100-26,0,$10.99 ,Yes,flamingo+,No,,,10.99,Item,5.5,Yuki,Vape Accessories,,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,KANTHAL100-30,,Kanthal Wire - 100 feet 30',KANTHAL100-30,0,$10.99 ,Yes,flamingo+,No,,,10.99,Item,5.5,Yuki,Vape Accessories,,,,,,,,,
2.1E+11,11440,2.1E+11,FVS-TWEEZER-W,11440,Ceramic Tweezers,,17,$9.95 ,Yes,flamingo+,Yes,,,9.95,Item,3.55,Yuki,Vape Accessories,Rebuildable Tools,,,,,,,,
2.1E+11,11532,2.1E+11,MISC-18650-X2,,Battery Case - 2x 18650,,214,$1.99 ,Yes,flamingo+,Yes,,,1.99,Item,0.29,Yuki,Vape Accessories,Batteries,,,,,,,,
2.1E+11,11549,,MISC-VAPE-BAND,,Flamingo Vape Band + Drip Tip Cover,MISC-VAPE-BAND,869,$1.50 ,Yes,flamingo+,Yes,,,1.5,Item,0.4,Yuki,Merch,Promotional,,,,,,,,
2.1E+11,11563,2.1E+11,BATTERY-LG-HG2,,Battery 18650 HG2 3000mAh (Brown),,34,$14.99 ,Yes,LG,Yes,,,14.99,Item,6.57,Pacific Smoke,Vape Accessories,Batteries,,,,,,,,
2.1E+11,11594,,MISC-510-SINGLE,,Threaded 510 Stand,MISC-510-SINGLE,229,$4.99 ,Yes,flamingo+,Yes,,,4.99,Item,1.35,Yuki,Dead Stock,DS Misc,,,,,,,,
2.1E+11,11648,2.1E+11,MISC-UNICORN-1,,Unicorn Bottles - Single,MISC-UNICORN-1,5062,$1.49 ,Yes,flamingo+,Yes,,,1.49,Item,0.43,Yuki,Vape Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,NITE-CHARGER-I2,6.95251E+12,Nitecore i2 Charger V2.0,,39,$24.99 ,Yes,Nitecore,Yes,,,24.99,Item,16.25,Yuki,Vape Accessories,Chargers,,,,,,,,
2.1E+11,11778,2.1E+11,SAMSUNG-25R,SS-02-001100-2500,Battery 18650 Samsung 25R 2500mAh (Green),,20,$14.00 ,No,SAMSUNG,Yes,,,14,Item,5.47,Pacific Smoke,Vape Accessories,Batteries,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,COTTON-8PADS,11792,Japanese Organic Cotton - 8 pads of 'Koh Gen Do',COTTON-8PADS,319,$5.00 ,Yes,flamingo+,Yes,,,5,Item,0.7,Yuki,Vape Accessories,Rebuildable Supplies,,,,,,,,
2.1E+11,13437,,SMOK-BIGBABY-GLASS,N19103028804,SMOK TFV8 Big Baby Glass,,0,$1.00 ,Yes,SMOK,Yes,,,1,Item,1,,Dead Stock,DS Glass,,,,,,,,
2.1E+11,13444,,SMOK-TFV12-GLASS,,SMOK TFV12 Straight 5ml Glass,,1,$1.00 ,Yes,SMOK,Yes,,,1,Item,0.99,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,13451,,SMOK-BABY-GLASS,,SMOK TFV8 Baby Pyrex Glass 2ml,,88,$1.00 ,Yes,SMOK,Yes,,,1,Item,0,,Dead Stock,DS Glass,,,,,,,,
2.1E+11,13468,,ASPR-NAUT2-GLASS,6.95895E+12,ASPIRE Nautilus 2 Glass,,49,$1.00 ,Yes,Aspire,Yes,,,1,Item,0,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,13475,,SMOK-TFV8-CLOUD-GLAS,,SMOK TFV8 Cloud Beast Glass,,3,$1.00 ,Yes,SMOK,Yes,,,1,Item,0,,Dead Stock,DS Glass,,,,,,,,
2.1E+11,13499,,VAPO-NRG-GLASS,,Vaporesso NRG SWAG Glass by VAPORESSO,,5,$1.00 ,Yes,Vaporesso,Yes,,,1,Item,0,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,13512,2.1E+11,ROF-CLPTN-COILS,N19013001401,Rofvape Pre-made Clapton Coils (pack of 10),,0,$10.99 ,Yes,Rofvape,Yes,,,10.99,Item,2.3,Elego,Vape Accessories,Pre Built Coils,,,,,,,,
2.1E+11,13697,,UW-CRWN-GLASS,,UWELL Crown 1 Glass,,88,$1.00 ,Yes,Uwell,Yes,,,1,Item,1.8,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,2.1E+11,,DOT-24CAP-BLU,13727,DOTMOD Petri 24mm Cap Royal Blue,,1,$2.00 ,Yes,DOTMOD,Yes,,,2,Item,35.43,DOTMOD,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,15004,,ASP-NAUTX-GLASS,,ASPIRE Nautilus X Glass,,22,$1.00 ,Yes,Aspire,Yes,,,1,Item,1.4,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,,,ASP-NAUX-1.5p,,Aspire Nautilus X Replacement Coils 5 Pack 1.5ohm,,1,$5.00 ,Yes,Aspire,Yes,,,5,Item,10.46,,Dead Stock,DS Coils,,,,,,,,
2.1E+11,15141,,PLY-PULSE-POD,,Limitless Pulse Pods - 3 pack,,18,$2.00 ,Yes,,Yes,,,2,Item,9.2,Screen Printing,Dead Stock,DS Replacement pods,,,,,,,,
2.1E+11,2.1E+11,,GTB-GUTI-MECH,15769,Guti Tube Mech Mod  22 mm,,2,$40.00 ,Yes,Gatub Crafts Philippines,Yes,,,40,Item,0,Screen Printing,Dead Stock,Mechanical Mods,,,,,,,,
2.1E+11,2.1E+11,,GTB-GUTI-MECH,15776,Guti Tube Mech Mod  24 mm,,2,$60.00 ,Yes,Gatub Crafts Philippines,Yes,,,60,Item,0,Screen Printing,Dead Stock,Mechanical Mods,,,,,,,,
2.1E+11,,,CART-DPRO-RDA-U,,Coil Art DPRO RDA Ultem,,10,$10.00 ,Yes,,Yes,,,10,Item,0,Elego,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,,,CART-DPRO-RDA-S,,Coil Art DPRO RDA Silver,,3,$10.00 ,Yes,,Yes,,,10,Item,0,Elego,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,,,TTEK-SPRXRDA-B,,Springer X RDA 24mm by TIGERTEK Black,,7,$10.00 ,Yes,,Yes,,,10,Item,23.38,,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,,,TTEK-SPRXRDA-S,,Springer X RDA 24mm by TIGERTEK Stainless,,1,$10.00 ,Yes,,Yes,,,10,Item,23.38,,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,,,TTEK-SPRXRDA-G,,Springer X RDA 24mm by TIGERTEK Gold,,3,$10.00 ,Yes,,Yes,,,10,Item,23.38,,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,2.1E+11,,ASM-GALARDA-B,16223,Asmodus Galatek RDA Black,,3,$10.00 ,Yes,asMODus,Yes,,,10,Item,26.93,Screen Printing,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,2.1E+11,,ASM-GALARDA-G,16230,Asmodus Galatek RDA Gold,,3,$10.00 ,Yes,asMODus,Yes,,,10,Item,26.93,Screen Printing,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,2.1E+11,,ASM-GALARDA-R,16247,Asmodus Galatek RDA Rainbow,,2,$10.00 ,Yes,asMODus,Yes,,,10,Item,26.93,Screen Printing,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,,,CART-MAGERTA-S,,CoilART Mage RTA Stainless,,4,$10.00 ,Yes,,Yes,,,10,Item,0,Elego,Dead Stock,Rebuildable Atomizers,RTA,,,,,,,
2.1E+11,16667,2.1E+11,,,Lost art Cotton Bacon Bits,,0,$1.99 ,Yes,WICK 'N' VAPE,Yes,,,1.99,Item,0.8,,Vape Accessories,Rebuildable Supplies,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,16698,Infallible Coils Staggered Fused Clapton,,48,$14.00 ,Yes,Infallible Coils,Yes,,,14,Item,3,,Vape Accessories,Pre Built Coils,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,16728,Infallible Coils Staged Staggered Fused,,18,$15.00 ,Yes,Infallible Coils,Yes,,,15,Item,3,,Vape Accessories,Pre Built Coils,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,16766,Infallible Coils Alien Clapton,,0,$15.00 ,Yes,Infallible Coils,Yes,,,15,Item,3,,Vape Accessories,Pre Built Coils,,,,,,,,
2.1E+11,2.1E+11,,,,Stainless Steel wire 30ft 24,,0,$7.99 ,Yes,flamingo+,No,,,7.99,Item,0,,,,,,,,,,,
2.1E+11,6.9261E+12,2.1E+11,,,506 JET Torch,,5,$10.00 ,Yes,flamingo+,Yes,,,10,Item,0,,Dead Stock,DS Misc,,,,,,,,
2.1E+11,,,,,Innokin isub Coil 0.5 (4 Pack),,1,$1.50 ,Yes,Innokin,Yes,,,1.5,Item,0,,Dead Stock,DS Coils,,,,,,,,
2.1E+11,17961,2.1E+11,,,Stab Wood Drip Tip,,4,$10.99 ,Yes,,No,,,10.99,Item,3.5,,Vape Accessories,Drip Tips,,,,,,,,
2.1E+11,17985,,,17985,CSMNT Shawty Caps by DISTRICT F5VE Red,,11,$2.00 ,Yes,District F5VE,Yes,,,2,Item,17.5,Screen Printing,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,2.1E+11,,,17992,Kryten RDA cap,,3,$4.00 ,Yes,,Yes,,,4,Item,0,,Dead Stock,RDA Caps,,,,,,,,
2.1E+11,18180,,,,UWELL Crown 2 Glass,,59,$1.00 ,Yes,Uwell,Yes,,,1,Item,0,,Dead Stock,DS Glass,,,,,,,,
2.1E+11,18203,,SMOK-XBAB-GLASS,,SMOK X-Baby Bulb Pyrex Glass Tube #3,,139,$1.00 ,Yes,SMOK,Yes,,,1,Item,0.7,,Dead Stock,DS Glass,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,BB-CASE,,RUGGED TRVPPED OUT HARD CASE + BANDANA,BB-CASE,6,$3.00 ,Yes,BB Vapes,Yes,,,3,Item,25,BB Vapes,Dead Stock,DS Misc,,,,,,,,
2.1E+11,18661,,OUM-VLS-GLD,N13143000303,Oumier VLS RDA Gold,,8,$5.00 ,Yes,Oumier,Yes,,,5,Item,16.3,Elego,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,18814,,,,SMOK TFV12 (Prince) P-Tank Bubble Replacement  Glass 8ml,,45,$1.00 ,Yes,SMOK,Yes,,,1,Item,1.5,Elego,Dead Stock,DS Glass,,,,,,,,
2.1E+11,2.1E+11,,,,$150 Credit 1/2 (not for sale on cannabis),,'-,$150.00 ,No,,No,,,150,Item,0,,,,,,,,,,,
2.1E+11,2.1E+11,,,6.97023E+12,Smok V8 X-Baby RBA,,15,$1.00 ,Yes,SMOK,Yes,,,1,Item,9,Elego,Dead Stock,Rebuildable Atomizers,RBA,,,,,,,
2.1E+11,19262,2.1E+11,TACT5-T1-GRN,,TACTF5VE Type 1 Drip Tip OD Green,,1,$8.00 ,Yes,District F5VE,No,,,8,Item,10.5,Screen Printing,Vape Accessories,Drip Tips,,,,,,,,
2.1E+11,19279,2.1E+11,TACT5-T1-GLD,,TACTF5VE Type 1 Drip Tip Desert Gold,,1,$8.00 ,Yes,District F5VE,Yes,,,8,Item,10.5,Screen Printing,Vape Accessories,Drip Tips,,,,,,,,
2.1E+11,19309,2.1E+11,TACT5-T2-GRN,19309,TACTF5VE Type 2 Drip Tip OD Green,,4,$8.00 ,Yes,District F5VE,Yes,,,8,Item,10.5,Screen Printing,Vape Accessories,Drip Tips,,,,,,,,
2.1E+11,19316,2.1E+11,TACT5-T2-GLD,,TACTF5VE Type 2 Drip Tip Desert Gold,,1,$8.00 ,Yes,District F5VE,Yes,,,8,Item,10.5,Screen Printing,Vape Accessories,Drip Tips,,,,,,,,
2.1E+11,19347,2.1E+11,TACT5-T3-GRN,,TACTF5VE Type 3 Drip Tip OD Green,,1,$17.99 ,Yes,District F5VE,Yes,,,17.99,Item,10.5,Screen Printing,Vape Accessories,Drip Tips,,,,,,,,
2.1E+11,19354,2.1E+11,TACT5-T3-GLD,,TACTF5VE Type 3 Drip Tip Desert Gold,,2,$17.99 ,Yes,District F5VE,Yes,,,17.99,Item,10.5,Screen Printing,Vape Accessories,Drip Tips,,,,,,,,
2.1E+11,2.1E+11,,,,Shipping,,'-,$0.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,19637,2.1E+11,VCME03,VISMEN3,Viscount Menthol 30mL MB 3mg,30VIME03,0,$32.16 ,Yes,Viscount,Yes,,,32.16,Item,22.18,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,19644,2.1E+11,VCME06,VISMEN6,Viscount Menthol 30mL MB 6mg,30VIME06,0,$32.16 ,Yes,Viscount,Yes,,,32.16,Item,22.18,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,19651,2.1E+11,VCMN12,VISMEN12,Viscount Menthol 30mL MB 12mg,30VIME12,0,$32.16 ,Yes,Viscount,No,,,32.16,Item,22.18,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,,,8.57187E+11,19811,DotMod DOTRDA 24mm Single Post Purple,,1,$15.00 ,Yes,DOTMOD,Yes,,,15,Item,53.74,DOTMOD,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,19828,,DOT-DOTRDA-R,063 26197,DotMod DOTRDA 24mm Single Post Red,,5,$15.00 ,Yes,DOTMOD,Yes,,,15,Item,53.74,DOTMOD,Dead Stock,Rebuildable Atomizers,RDA,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,6.97037E+12,Vapenut Air Purifier,,1,$79.99 ,Yes,JoyeTech,Yes,,,79.99,Item,82.61,Yuki,Vape Accessories,Misc,,,,,,,,
2.1E+11,20046,2.1E+11,VSCH03,VISCHE3,Viscount Cherry 30mL 3mg,30VICH03,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,20053,2.1E+11,VCCH06,VISCHE6,Viscount Cherry 30mL 6mg,30VICH06,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,20060,2.1E+11,VISC-CHERR-12MG,VCCH12,Viscount Cherry 30mL 12mg,30VICH12,0,$5.00 ,Yes,Viscount,No,,,5,Item,14.33,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,2.1E+11,,,,$150 Credit 2/2 (not for sale on cannabis),,'-,($150.00),No,,No,,,-150,Item,0,,,,,,,,,,,
