System ID,UPC,EAN,Custom SKU,Manufact. SKU,Item,Vendor ID,Qty.,Price,Tax,Brand,Publish to eCom,Season,Department,MSRP,Tax Class,Default Cost,Vendor,Category,Subcategory 1,Subcategory 2,Subcategory 3,Subcategory 4,Subcategory 5,Subcategory 6,Subcategory 7,Subcategory 8,Subcategory 9
2.1E+11,2.1E+11,,6782900,678290,Coke Can Coke Classic,,36,$1.50 ,Yes,Coca Cola,No,,,1.5,Item,0.67,costco,Drinks & Snacks Products,Drinks,,,,,,,,
2.1E+11,2.1E+11,,6731906,673190,Coke Can Coke Zero,,38,$1.50 ,Yes,Coca Cola,No,,,1.5,Item,0.67,costco,Drinks & Snacks Products,Drinks,,,,,,,,
2.1E+11,2.1E+11,,6793207,679320,Coke Can Sprite,,27,$1.50 ,Yes,Coca Cola,No,,,1.5,Item,0.67,costco,Drinks & Snacks Products,Drinks,,,,,,,,
2.1E+11,2.1E+11,,6224017,622401,Coke Can Ginger Ale,,0,$1.50 ,Yes,Coca Cola,No,,,1.5,Item,0.55,costco,Drinks & Snacks Products,Drinks,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,65719,,Dabski Titanium Dabber Scoop & Ball,,33,$16.99 ,Yes,Dabski,Yes,,,16.99,Item,3.75,Yuki,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,65726,,Dabski Dab Spoon & Spade Stainless Steel,,25,$9.99 ,Yes,Dabski,Yes,,,9.99,Item,1.8,Yuki,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,65733,,Dabski Dab Spoon & Spade Rainbow,,28,$9.99 ,Yes,Dabski,Yes,,,9.99,Item,1.8,Yuki,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,65740,,Dabski Dab Spoon & Spade Gold,,0,$9.99 ,Yes,Dabski,Yes,,,9.99,Item,1.8,Yuki,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,,Dabski Silicon Container 2ml (Assorted),,535,$1.29 ,Yes,Dabski,Yes,,,1.29,Item,0.3,Yuki,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,65771,"Dabski Silicon Mat 12.5x8""",,150,$10.49 ,Yes,Dabski,Yes,,,10.49,Item,3.5,Yuki,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,,,,"Flamingo T-Shirt ""Good Vibes Only"" Black Small",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,,66259,,"Flamingo T-Shirt ""Good Vibes Only"" Black Large",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,,66266,,"Flamingo T-Shirt ""Good Vibes Only"" Black XL",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,,66273,,"Flamingo T-Shirt ""Good Vibes Only"" Black XXL",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,,66280,,"Flamingo T-Shirt ""Good Vibes Only"" Cream Small",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,,66310,,"Flamingo T-Shirt ""Good Vibes Only"" Cream XL",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,,66327,,"Flamingo T-Shirt ""Good Vibes Only"" Cream XXL",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,,66365,,"Flamingo T-Shirt ""Good Vibes Only"" Mint XL",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,,,,"Flamingo T-Shirt ""Good Vibes Only"" Mint XXL",,0,$29.99 ,Yes,flamingo+,Yes,,,29.99,Item,13.5,Xpressions,Apparel,T Shirt,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,TRLR21,TRSLEM20B,The Ratio Lemon Blue Raspberry Salt 30mL Bold 50,30MBRB20,0,$15.00 ,Yes,The Ratio,No,,,15,Item,14.33,True Northern Copack,E-liquid,Salt Nicotine,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,7.54004E+11,Just Chilled Apple Salt 30mL 15mg,30APC15,0,$15.00 ,Yes,Just,No,,,15,Item,14.33,True Northern,E-liquid,Salt Nicotine,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,7.54004E+11,Just Chilled Apple Salt 30mL 20mg,30APC20,0,$15.00 ,Yes,Just,No,,,15,Item,14.33,True Northern,E-liquid,Salt Nicotine,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,66808,Pulsar Rok Bubble Carb Cap 25mm (DREIDEL),,0,$9.99 ,Yes,Pulsar,Yes,,,9.99,Item,4.9,BOB HQ,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,66822,,"Pulsar Mondo Dual Carb Cap 2.2"" x 1.25"" (SOMBRERO)",,0,$9.99 ,Yes,Pulsar,Yes,,,9.99,Item,6.5,BOB HQ,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,66839,,Pulsar Rok UV Rainbow Swirl Bubble Cap 25mm,,0,$24.95 ,Yes,Pulsar,Yes,,,24.95,Item,9.9,BOB HQ,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,66884,8.27191E+11,RYOT 2-in-1 Dugout w/One Hitter Blue & Black,,0,$29.99 ,Yes,RYOT,Yes,,,29.99,Item,23.5,Turning Point Brands,Cannabis Accessories,One Hitters,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,66914,8.27191E+11,RYOT 2-in-1 Dugout w/One Hitter Red & Black,,0,$37.99 ,Yes,RYOT,Yes,,,37.99,Item,23.5,Turning Point Brands,Cannabis Accessories,One Hitters,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,66945,10' Wood Incense Burner Peace,AC-SH1006,0,$2.99 ,Yes,BOB HQ,Yes,,,2.99,Item,1.05,Infyniti,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,67324,,SMOK Nord 4 Replacement Pod RPM Single,,0,$4.99 ,Yes,SMOK,No,,,4.99,Item,1.76,Valor Distributions,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,67348,,SMOK Nord 4 Replacement Pod RPM2 Single,,0,$4.99 ,Yes,SMOK,No,,,4.99,Item,1.76,Valor Distributions,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,67959,8.50005E+11,"Randy's Pipe Screens (20 pack) 0.750"" Brass",,62,$1.79 ,Yes,Randy's,Yes,,,1.79,Item,0.5,BOB HQ,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,,2.1E+11,67973,8.50005E+11,"Randy's Pipe Screens (20 pack) 0.625"" Stainless Steel",,0,$1.79 ,Yes,Randy's,Yes,,,1.79,Item,0.36,BOB HQ,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,67997,8.50005E+11,"Randy's Pipe Screens (20 pack) 0.750"" Stainless Steel",,60,$1.79 ,Yes,Randy's,Yes,,,1.79,Item,0.41,BOB HQ,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,8.50005E+11,"Randy's Pipe Screens (20 pack) 0.5"" Brass",,0,$1.79 ,Yes,Randy's,Yes,,,1.79,Item,0.44,BOB HQ,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,7.16165E+11,,"RAW Organic Hemp Classic Cones 1 1/4"" [6 pack]",RAW ORG CONE 125,0,$3.99 ,Yes,RAW,Yes,,,3.99,Item,2.1,HBI,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,7.16165E+11,RAW Organic Hemp Classic Cones King Size [3 pack],,113,$2.75 ,Yes,RAW,Yes,,,2.75,Item,0.96,HBI,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,2.1E+11,,,5.85834E+11,Mind Blown Super Patchy  Drips 60ml 3mg,,0,$15.00 ,Yes,Mind Blown Vape,No,,,15,Item,21.19,Canada Liquid Labs,E-liquid,Free Base,,,,,,,,
2.1E+11,2.1E+11,,,4.50704E+11,Mind Blown Super Patchy  Drips 60ml 6mg,,0,$15.00 ,Yes,Mind Blown Vape,No,,,15,Item,21.19,Canada Liquid Labs,E-liquid,Free Base,,,,,,,,
2.1E+11,2.1E+11,,,2.39236E+11,Mind Blown Super Patchy Salt 30ml 20mg,,0,$15.00 ,Yes,Mind Blown Vape,No,,,15,Item,15.83,Canada Liquid Labs,E-liquid,Salt Nicotine,,,,,,,,
2.1E+11,6.97165E+12,2.1E+11,6.97165E+12,82553,Horizon Tech Sakerz Tank 5mL [CRC] Carbon Black,,0,$44.99 ,Yes,HorizonTech,Yes,,,44.99,Item,28.49,Pacific Smoke,Nicotine Vape Hardware,Tanks,,,,,,,,
2.1E+11,,2.1E+11,,6.97165E+12,Horizon Tech Sakerz Tank 5mL [CRC] Rainbow,,0,$44.99 ,Yes,HorizonTech,Yes,,,44.99,Item,29.28,Pacific Smoke,Nicotine Vape Hardware,Tanks,,,,,,,,
2.1E+11,,2.1E+11,,6.97165E+12,Horizon Tech Sakerz Tank 5mL [CRC] Stainless Steel,,0,$44.99 ,Yes,HorizonTech,Yes,,,44.99,Item,28.49,Pacific Smoke,Nicotine Vape Hardware,Tanks,,,,,,,,
2.1E+11,,2.1E+11,,6.97165E+12,Horizon Tech Sakerz Tank 5mL [CRC] Gun Metal,,0,$44.99 ,Yes,HorizonTech,Yes,,,44.99,Item,28.49,Pacific Smoke,Nicotine Vape Hardware,Tanks,,,,,,,,
2.1E+11,6.97165E+12,2.1E+11,6.97165E+12,82560,Horizon Tech Sakerz Mesh Coils 3-Pack 0.16ohm - Single Mesh,,72,$15.99 ,Yes,HorizonTech,Yes,,,15.99,Item,9.16,Pacific Smoke,Nicotine Vape Hardware,Coils,,,,,,,,
2.1E+11,6.97165E+12,2.1E+11,6.97165E+12,82559,Horizon Tech Sakerz Mesh Coils 3-Pack 0.17ohm - 2 in 1 Mesh,,77,$15.99 ,Yes,HorizonTech,Yes,,,15.99,Item,8.91,Pacific Smoke,Nicotine Vape Hardware,Coils,,,,,,,,
2.1E+11,6.97165E+12,2.1E+11,6.97165E+12,82561,Horizon Tech Sakerz 5mL Replacement Bubble Glass,,1,$4.99 ,Yes,HorizonTech,Yes,,,4.99,Item,1.94,Pacific Smoke,Vape Accessories,Glass Replacement,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,TRLM21,TRSMLB20B,The Ratio Lemon Blue Raspberry Menthol Salt 30mL Bold 50,30MBMB20,0,$15.00 ,Yes,The Ratio,No,,,15,Item,14.33,True Northern Copack,E-liquid,Salt Nicotine,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,68895,Pulsar Titanium Carb Cap W/ Hole & Titanium Dabber 14mm,,0,$16.00 ,Yes,Pulsar,Yes,,,16,Item,7.5,BOB HQ,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,,2.1E+11,,68901,Pulsar 6-in-1 Titanium Domeless Nail - 10/14/19mm Male & Female,,0,$49.99 ,Yes,Pulsar,Yes,,,49.99,Item,23.97,Pulsar [AFG],Cannabis Accessories,Misc,,,,,,,,
2.1E+11,,2.1E+11,68932,6.52827E+11,"Newport 6"" Torch Black",,0,$41.99 ,Yes,Newport,Yes,,,41.99,Item,27.95,West Coast Gifts,Cannabis Accessories,Lighters / Torches,,,,,,,,
2.1E+11,6.52827E+11,2.1E+11,68956,,"Newport 6"" Torch Mirror White",,0,$41.99 ,Yes,Newport,Yes,,,41.99,Item,27.95,West Coast Gifts,Cannabis Accessories,Lighters / Torches,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69342,Flamingo+ Rolling Tray with Magnet Cover,,1238,$8.99 ,Yes,flamingo+,Yes,,,8.99,Item,2.15,Yuki,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69380,Dabski Dab Tool Set 5 in 1 Stainless,,39,$19.99 ,Yes,Dabski,Yes,,,19.99,Item,4.3,Yuki,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69410,Flamingo+ Smell Proof Lockable Foldable Pouch {Black},,16,$16.99 ,Yes,flamingo+,Yes,,,16.99,Item,10.75,Yuki,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,69427,,Flamingo+ Smell Proof Lockable Foldable Pouch {Pink},,54,$16.99 ,Yes,flamingo+,Yes,,,16.99,Item,10.75,Yuki,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,69434,,Flamingo+ Smell Proof Lockable Foldable Pouch {Green},,50,$16.99 ,Yes,flamingo+,Yes,,,16.99,Item,10.75,Yuki,Cannabis Accessories,Odour Control,,,,,,,,
2.1E+11,,2.1E+11,,69441,DABSKI Glass - UFO Carb Cap Amber,,11,$9.99 ,Yes,Dabski,Yes,,,9.99,Item,3.5,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69458,DABSKI Glass - UFO Carb Cap Clear,,2,$9.99 ,Yes,Dabski,Yes,,,9.99,Item,3.5,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69465,DABSKI Glass - UFO Carb Cap Green,,14,$9.99 ,Yes,Dabski,Yes,,,9.99,Item,3.5,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,,DABSKI Glass - UFO Carb Cap Blue,,0,$9.99 ,Yes,Dabski,Yes,,,9.99,Item,3.5,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69489,TAU Glass - Spinner Carb Cap Red,,0,$11.99 ,Yes,TAU Glass,Yes,,,11.99,Item,3.5,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69496,TAU Glass - Spinner Carb Cap Dark Green,,9,$11.99 ,Yes,TAU Glass,Yes,,,11.99,Item,3.5,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69502,TAU Glass - Spinner Carb Cap Blue,,0,$11.99 ,Yes,TAU Glass,Yes,,,11.99,Item,3.5,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69656,TAU Glass Quartz Banger / Terp Pearls 6mm (pack of 2) Clear,,14,$6.99 ,Yes,TAU Glass,Yes,,,6.99,Item,0.23,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69670,TAU Glass Quartz Banger / Terp Pearls 6mm (pack of 2) Pink,,0,$6.99 ,Yes,TAU Glass,Yes,,,6.99,Item,0.23,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69687,Dabski Quartz Banger 14mm Male 45 Degree,,37,$29.99 ,Yes,TAU Glass,Yes,,,29.99,Item,10.45,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,,,69694,Dabski Quartz Banger 14mm Male 90 Degree,,0,$29.99 ,Yes,TAU Glass,No,,,29.99,Item,10.45,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69748,Dabski Glass Quartz-Cored Banger 14mm Male 90 Degree,,53,$29.99 ,Yes,TAU Glass,Yes,,,29.99,Item,10.45,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69755,Dabski Glass Quartz-Cored Banger 14mm Male 45 Degree,,98,$29.99 ,Yes,TAU Glass,Yes,,,29.99,Item,10.45,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69762,Dabski Quartz Full Weld Faceted Banger 14mm Male / 90 Degree,,0,$19.99 ,Yes,TAU Glass,Yes,,,19.99,Item,15.7,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69779,Dabski Glass Quartz Helix Carb Cap Clear,,50,$8.99 ,Yes,Dabski,Yes,,,8.99,Item,3.6,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69786,Dabski Quartz Glass Ball Carb Cap Clear,,0,$9.99 ,Yes,TAU Glass,Yes,,,9.99,Item,1.6,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69793,Dabski Quartz Glass Ball Carb Cap Black,,0,$9.99 ,Yes,TAU Glass,Yes,,,9.99,Item,1.6,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69809,Dabski Quartz Glass Ball Carb Cap Pink,,0,$9.99 ,Yes,TAU Glass,Yes,,,9.99,Item,1.6,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69816,Dabski Quartz Glass Ball Carb Cap Dark Green,,0,$9.99 ,Yes,TAU Glass,Yes,,,9.99,Item,1.6,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69823,TAU Glass Big Bowl w/ dots Glass Bowl  14mm (male) Assorted,,52,$29.99 ,Yes,TAU Glass,Yes,,,29.99,Item,5.85,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69885,TAU Glass Built-in-Screen Glass Bowl  14mm (male) Green,,9,$14.99 ,Yes,TAU Glass,Yes,,,14.99,Item,3.9,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,,2.1E+11,,69892,TAU Glass Built-in-Screen Glass Bowl  14mm (male) Clear,,93,$14.99 ,Yes,TAU Glass,Yes,,,14.99,Item,3.9,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69908,TAU Glass Down Stem 14mm 4.5 inch,,146,$9.99 ,Yes,TAU Glass,Yes,,,9.99,Item,1.91,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69915,TAU Glass Down Stem 14mm 5 inch,,270,$9.99 ,Yes,TAU Glass,Yes,,,9.99,Item,1.91,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,69922,TAU Glass Down Stem 14mm 5.5 inch,,198,$9.99 ,Yes,TAU Glass,Yes,,,9.99,Item,1.91,Yuki,Cannabis Accessories,Glass Accessories,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,6.87078E+11,ütest Gold Standard THC 15 mg/ml Drug Test Marijuana,,5,$10.99 ,Yes,BOB HQ,Yes,,,10.99,Item,4.05,BOB HQ,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,6.97031E+12,2.1E+11,,81699,Geekvape Aegis Legend 2 Box Mod 200W Rainbow,81699,0,$79.99 ,Yes,Geekvape,Yes,,,79.99,Item,44.28,Valor Distributions,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,6.97031E+12,2.1E+11,,81696,Geekvape Aegis Legend 2 Box Mod 200W Black (brown leather),81696,0,$79.99 ,Yes,Geekvape,Yes,,,79.99,Item,44.28,Valor Distributions,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,6.97031E+12,2.1E+11,,81697,Geekvape Aegis Legend 2 Box Mod 200W Navy Blue,81697,0,$79.99 ,Yes,Geekvape,Yes,,,79.99,Item,44.28,Valor Distributions,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,6.97031E+12,2.1E+11,,81698,Geekvape Aegis Legend 2 Box Mod 200W Red,81698,0,$79.99 ,Yes,Geekvape,Yes,,,79.99,Item,44.28,Valor Distributions,Nicotine Vape Hardware,Regulated Mod,,,,,,,,
2.1E+11,,2.1E+11,,6.97165E+12,Horizon Tech Sakerz Tank 5mL [CRC] Blue,,0,$44.99 ,Yes,HorizonTech,Yes,,,44.99,Item,28.49,Pacific Smoke,Nicotine Vape Hardware,Tanks,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,BVIME12,VLMEN12,Viscount 120ml Menthol 12mg,120VIME12,0,$25.00 ,Yes,Viscount,No,,,25,Item,31.41,True Northern Copack,E-liquid,Free Base,,,,,,,,
2.1E+11,,2.1E+11,70645,6.27914E+11,"GEAR Premium 12"" 7mm Thick Straight Tube W/Debossed Logo Amber",,0,$85.99 ,Yes,GEAR Premium,Yes,,,85.99,Item,59.99,West Coast Gifts,Cannabis Accessories,Bongs/Bubblers,,,,,,,,
2.1E+11,6.9407E+12,2.1E+11,,82879,SMOK LP2 Replacement Coils 5-Pack 0.4ohm Mesh,82879,2,$19.99 ,Yes,SMOK,Yes,,,19.99,Item,11.37,Valor Distributions,Nicotine Vape Hardware,Coils,,,,,,,,
2.1E+11,6.9407E+12,2.1E+11,,82861,SMOK Nord 50W Replacement Pods 3-Pack LP2,82861,0,$9.99 ,Yes,SMOK,Yes,,,9.99,Item,4.5,Valor Distributions,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,6.9407E+12,2.1E+11,,82862,SMOK Nord 50W Replacement Pods 3-Pack Nord,82862,4,$9.99 ,Yes,SMOK,Yes,,,9.99,Item,4.5,Valor Distributions,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,70911,2.1E+11,,,SMOK Nord 50W Replacement Pod (Nord) single,,0,$3.50 ,Yes,SMOK,No,,,3.5,Item,1.5,Valor Distributions,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,70935,2.1E+11,,,SMOK Nord 50W Replacement Pod (LP2) single,,0,$3.50 ,Yes,SMOK,No,,,3.5,Item,1.5,Valor Distributions,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,6.94174E+12,2.1E+11,,83022,Uwell Caliburn A2 Replacement Pods 4-Pack (CRC) 0.9ohm Mesh,83022,0,$15.99 ,Yes,Uwell,Yes,,,15.99,Item,10.05,Valor Distributions,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,,2.1E+11,,70966,Uwell Caliburn A2 Replacement Pod 0.9ohm (CRC) single,,0,$4.50 ,Yes,Uwell,No,,,4.5,Item,2.34,Pacific Smoke,Nicotine Vape Hardware,Replacement Pods,,,,,,,,
2.1E+11,71239,2.1E+11,,,Flamingo Plus Bic Lighter Light Blue UFO,,514,$3.49 ,Yes,flamingo+,Yes,,,3.49,Item,2.09,BOB HQ,Cannabis Accessories,Lighters / Torches,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,8.50019E+11,King Palm Mini Pre-Roll Pouch 2-Pack Mango OG,,14,$3.49 ,Yes,King Palm,Yes,,,3.49,Item,2.25,Smoke Arsenal,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,2.1E+11,,71277,,OVNS W01 Pod Kit (Pods not included) Blue,,0,$4.00 ,Yes,OVNS,Yes,,,4,Item,7.69,Elego,Dead Stock,DS Pod Kit,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,71314,,SMOK TFV9 / TFV8 Bubble Glass 6.5mL,,21,$5.00 ,Yes,SMOK,Yes,,,5,Item,0,Elego,Vape Accessories,Glass Replacement,,,,,,,,
2.1E+11,8660100108,2.1E+11,,,Zig Zag White Kutcorners Papers,,279,$2.49 ,Yes,ZigZag,Yes,,,2.49,Item,2,Turning Point Brands,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,2.1E+11,,,6.9407E+12,Smok Acro Replacement Pods W/ 0.8ohm Coil (3 pack) [CRC],,40,$2.00 ,Yes,SMOK,Yes,,,2,Item,10.79,Valor Distributions,Dead Stock,DS Replacement pods,,,,,,,,
2.1E+11,6.9435E+12,2.1E+11,6.9435E+12,18947,Vaporesso GTX Mesh Coils 5-Pack 0.8 ohm (12-20w),18947,9,$14.99 ,Yes,Vaporesso,Yes,,,14.99,Item,8.74,Valor Distributions,Nicotine Vape Hardware,Coils,,,,,,,,
2.1E+11,7.16165E+11,2.1E+11,,7.16165E+11,Raw Cones King Size  [32-Pack],RAW CONE KS 32PK_CA,0,$11.99 ,Yes,RAW,Yes,,,11.99,Item,4.72,HBI,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,7.16165E+11,2.1E+11,,7.16165E+11,Raw Organic Hemp Cones King Size  [32-Pack],RAW ORG CONE KS 32PK_CA,0,$13.95 ,Yes,RAW,Yes,,,13.95,Item,5.4,HBI,Cannabis Accessories,Papers / Wraps / Cones,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,4.26025E+12,Storz & Bickel Easy Valve Filling Chamber for Volcano Classic,,18,$109.99 ,Yes,Storz & Bickel,Yes,,,109.99,Item,70.6,Storz & Bickel ,Cannabis Accessories,Misc,,,,,,,,
2.1E+11,6.9407E+12,2.1E+11,,80088,SMOK TFV18 Replacement Coils 3-Pack Dual Mesh 0.15ohm,80088,1,$19.99 ,Yes,SMOK,Yes,,,19.99,Item,10.49,Valor Distributions,Nicotine Vape Hardware,Coils,,,,,,,,
2.1E+11,6.9407E+12,2.1E+11,,80087,SMOK TFV18 Replacement Coils 3-Pack Meshed 0.330ohm,80087,0,$19.99 ,Yes,SMOK,Yes,,,19.99,Item,9.44,Valor Distributions,Nicotine Vape Hardware,Coils,,,,,,,,
2.1E+11,6.94129E+12,2.1E+11,,83116,VOOPOO TPP Mesh Replacement Coils 3-Pack DM3 Mesh 0.15ohm,83116,0,$14.99 ,Yes,Voopoo,Yes,,,14.99,Item,7.82,Valor Distributions,Nicotine Vape Hardware,Coils,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,72014,,Penski Auto Draw Battery  Black,,208,$8.00 ,Yes,Penski,Yes,,,8,Item,2.79,Yuki,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,72021,,Penski Auto Draw Battery  White,,10,$8.00 ,Yes,Penski,Yes,,,8,Item,2.79,Yuki,Cannabis Accessories,Vaporizers,,,,,,,,
2.1E+11,2.1E+11,,,,"Flamingo+ Black Hoodie  ""Good Vibes Only"" Black Small",,0,$49.99 ,Yes,flamingo+,Yes,,,49.99,Item,28.6,Xpressions,Apparel,Hoodie & Crewnecks,,,,,,,,
2.1E+11,2.1E+11,,72328,,"Flamingo+ Black Hoodie  ""Good Vibes Only"" Black Medium",,0,$49.99 ,Yes,flamingo+,Yes,,,49.99,Item,28.6,Xpressions,Apparel,Hoodie & Crewnecks,,,,,,,,
2.1E+11,2.1E+11,2.1E+11,,8.50012E+11,Vessel Core Series Device Navy,VSSL-40-CR-NVY,7,$45.99 ,Yes,Vessel,Yes,,,45.99,Item,25.04,VESSEL (Flora Growth),Cannabis Accessories,Vaporizers,,,,,,,,
